column_name,question_text,question_type,value,value_label,group
B3_5,"Which of the following best describes the difficulty or ease of adopting Adaptable Production to your company? Adaptable Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB6,Please share some details about your company’s experience with this Adaptable Production.,text,,,
CP_FLAG_QB6,"Hidden: QB6 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB6,"Hidden: QB6 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB6_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB6_Score,Score from api,text,,,
QB6_F1,pipe:HID_API_QB6_F1,text,,,
CP_FLAG_QB6_F1,"Hidden: QB6_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB6_F1,"Hidden: QB6_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB6_F1_Score,Score from api,text,,,
B1_6,"Which of the following best describes your company’s efforts to pursue Flawless Commissioning? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_6,"Which of the following best describes your company’s efforts to pursue Flawless Commissioning? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_6,"Which of the following best describes your company’s efforts to pursue Flawless Commissioning? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_6,"Which of the following best describes your company’s efforts to pursue Flawless Commissioning? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_6,"Which of the following best describes your company’s efforts to pursue Flawless Commissioning? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what Flawless Commissioning means or the definition is ambiguous.,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_6,"Which of the following best describes the value of Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_6,"Which of the following best describes the difficulty or ease of adopting Flawless Commissioning to your company? Flawless Commissioning brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB7,Please share some details about your company’s experience with this Flawless Commissioning.,text,,,
CP_FLAG_QB7,"Hidden: QB7 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB7,"Hidden: QB7 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB7_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB7_Score,Score from api,text,,,
QB7_F1,pipe:HID_API_QB7_F1,text,,,
CP_FLAG_QB7_F1,"Hidden: QB7_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB7_F1,"Hidden: QB7_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB7_F1_Score,Score from api,text,,,
B1_7,"Which of the following best describes your company’s efforts to pursue AI-Powered Production? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_7,"Which of the following best describes your company’s efforts to pursue AI-Powered Production? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_7,"Which of the following best describes your company’s efforts to pursue AI-Powered Production? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_7,"Which of the following best describes your company’s efforts to pursue AI-Powered Production? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_7,"Which of the following best describes your company’s efforts to pursue AI-Powered Production? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what AI-Powered Production means or the definition is ambiguous.,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_7,"Which of the following best describes the value of AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_7,"Which of the following best describes the difficulty or ease of adopting AI-Powered Production to your company? AI-Powered Production brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB8,Please share some details about your company’s experience with this AI-Powered Production.,text,,,
CP_FLAG_QB8,"Hidden: QB8 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB8,"Hidden: QB8 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB8_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB8_Score,Score from api,text,,,
QB8_F1,pipe:HID_API_QB8_F1,text,,,
CP_FLAG_QB8_F1,"Hidden: QB8_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB8_F1,"Hidden: QB8_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB8_F1_Score,Score from api,text,,,
B1_8,"Which of the following best describes your company’s efforts to pursue Quality Culture? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
B1_8,"Which of the following best describes your company’s efforts to pursue Quality Culture? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,Planning Pursuit: Our company is planning to pursue this effort.,
B1_8,"Which of the following best describes your company’s efforts to pursue Quality Culture? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,Partially Pursued and Completed: Our company’s pursuit of this effort is in progress.,
B1_8,"Which of the following best describes your company’s efforts to pursue Quality Culture? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,Pursued and Completed: Our company has pursued and completed this effort.,
B1_8,"Which of the following best describes your company’s efforts to pursue Quality Culture? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,I do not understand what Quality Culture means or the definition is ambiguous.,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Value: This capability drives no value for our company.,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Value: This capability drives moderate value for our company.,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B2_8,"Which of the following best describes the value of Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Preeminent Value: This capability drives top value for our company.,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,0,0 No Difficulty: Our pursuit of this initiative has encountered no difficulty.,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,1,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,2,2,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,3,3,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,4,4,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,5,5 Moderate Difficulty: Our pursuit of this initiative has encountered moderate difficulty.,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,6,6,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,7,7,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,8,8,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,9,9,
B3_8,"Which of the following best describes the difficulty or ease of adopting Quality Culture to your company? Quality Culture brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,10,10 Extreme Difficulty: Our pursuit of this initiative has encountered extreme difficulty.,
QB9,Please share some details about your company’s experience with this Quality Culture.,text,,,
CP_FLAG_QB9,"Hidden: QB9 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB9,"Hidden: QB9 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
HID_API_QB9_F1,Dummy holds follow-up question back from smart probe api,text,,,
QB9_Score,Score from api,text,,,
QB9_F1,pipe:HID_API_QB9_F1,text,,,
CP_FLAG_QB9_F1,"Hidden: QB9_F1 = Flag if Cut, Copy, Paste",boolean,1,TRUE,
CP_FLAG_QB9_F1,"Hidden: QB9_F1 = Flag if Cut, Copy, Paste",boolean,0,FALSE,
QB9_F1_Score,Score from api,text,,,
B1_9,"Which of the following best describes your company’s efforts to pursue Strategic Asset Utilization? Strategic Asset Utilization brings configuration management principles from design into manufacturing, enabling efficient handling of smaller lot sizes and high product variability. This approach streamlines planning, reduces setup and inventory costs, and ensures consistent quality and predictable pricing, even in dynamic production environments.",categorical,1,Not Pursued or Planned: Our company hasn’t pursued any effort like this.,
